Time,Half Interval,Bx,By,Bz,Bt,x,y,z
2006-03-01T11:01:57.300Z,0.1,6.027,25.143,-9.322,27.484,15736.3,-28634.5,-63959.3
2006-03-01T11:01:57.500Z,0.1,7.111,24.548,-9.541,27.28,15735.8,-28634.4,-63959
2006-03-01T11:01:57.700Z,0.1,6.799,24.806,-8.731,27.162,15735.4,-28634.4,-63958.8
2006-03-01T11:01:57.900Z,0.1,7.451,24.466,-8.68,27.008,15735,-28634.3,-63958.6
2006-03-01T11:01:58.100Z,0.1,7.955,23.56,-9.478,26.612,15734.6,-28634.3,-63958.4
2006-03-01T11:01:58.300Z,0.1,8.03,23.586,-9.892,26.808,15734.1,-28634.3,-63958.1
2006-03-01T11:01:58.500Z,0.1,8.065,23.93,-10.772,27.454,15733.7,-28634.2,-63957.9
2006-03-01T11:01:58.700Z,0.1,8.142,23.98,-11.132,27.663,15733.3,-28634.2,-63957.7
2006-03-01T11:01:58.900Z,0.1,7.486,23.952,-10.731,27.293,15732.8,-28634.1,-63957.5
2006-03-01T11:01:59.100Z,0.1,6.881,23.527,-10.586,26.701,15732.4,-28634.1,-63957.3
2006-03-01T11:01:59.300Z,0.1,6.616,21.614,-9.602,24.559,15732,-28634.1,-63957
2006-03-01T11:01:59.500Z,0.1,5.641,20.71,-8.756,23.182,15731.6,-28634,-63956.8
2006-03-01T11:01:59.700Z,0.1,5.169,21.125,-8.765,23.448,15731.1,-28634,-63956.6
2006-03-01T11:01:59.900Z,0.1,5.355,21.919,-8.876,24.247,15730.7,-28633.9,-63956.4
2006-03-01T11:02:00.100Z,0.1,5.145,22.219,-9.27,24.619,15730.3,-28633.9,-63956.1
2006-03-01T11:02:00.300Z,0.1,5.496,23.418,-10.053,26.071,15729.9,-28633.9,-63955.9
2006-03-01T11:02:00.500Z,0.1,6.125,23.616,-10.868,26.709,15729.4,-28633.8,-63955.7
2006-03-01T11:02:00.700Z,0.1,6.749,24.319,-11.68,27.809,15729,-28633.8,-63955.5
2006-03-01T11:02:00.900Z,0.1,6.976,24.895,-12.346,28.65,15728.6,-28633.7,-63955.2
2006-03-01T11:02:01.100Z,0.1,6.011,26.022,-12.229,29.374,15728.2,-28633.7,-63955
2006-03-01T11:02:01.300Z,0.1,6.832,27.896,-13.265,31.636,15727.7,-28633.7,-63954.8
2006-03-01T11:02:01.500Z,0.1,7.245,28.588,-14.709,32.957,15727.3,-28633.6,-63954.6
2006-03-01T11:02:01.700Z,0.1,7.481,29.58,-15.65,34.291,15726.9,-28633.6,-63954.4
2006-03-01T11:02:01.900Z,0.1,7.326,31.112,-15.971,35.731,15726.5,-28633.5,-63954.1
2006-03-01T11:02:02.100Z,0.1,7.826,32.299,-15.763,36.782,15726,-28633.5,-63953.9
2006-03-01T11:02:02.300Z,0.1,8.981,33.253,-16.174,38.053,15725.6,-28633.4,-63953.7
2006-03-01T11:02:02.500Z,0.1,9.446,34.6,-16.975,39.68,15725.2,-28633.4,-63953.5
2006-03-01T11:02:02.700Z,0.1,9.358,35.877,-17.858,41.154,15724.7,-28633.4,-63953.2
2006-03-01T11:02:02.900Z,0.1,9.435,36.583,-18.467,42.052,15724.3,-28633.3,-63953
2006-03-01T11:02:03.100Z,0.1,10.042,36.937,-18.887,42.684,15723.9,-28633.3,-63952.8
2006-03-01T11:02:03.300Z,0.1,10.332,37.672,-18.95,43.417,15723.5,-28633.2,-63952.6
2006-03-01T11:02:03.500Z,0.1,10.646,38.703,-18.362,44.14,15723,-28633.2,-63952.4
2006-03-01T11:02:03.700Z,0.1,10.58,40.099,-18.179,45.281,15722.6,-28633.2,-63952.1
2006-03-01T11:02:03.900Z,0.1,10.476,40.952,-17.784,45.859,15722.2,-28633.1,-63951.9
2006-03-01T11:02:04.100Z,0.1,11.035,41.464,-17.805,46.455,15721.8,-28633.1,-63951.7
2006-03-01T11:02:04.300Z,0.1,11.225,42.49,-18.697,47.759,15721.3,-28633,-63951.5
2006-03-01T11:02:04.500Z,0.1,11.963,42.337,-19.115,47.968,15720.9,-28633,-63951.2
2006-03-01T11:02:04.700Z,0.1,11.93,41.74,-18.735,47.282,15720.5,-28633,-63951
2006-03-01T11:02:04.900Z,0.1,11.732,41.003,-18.518,46.495,15720.1,-28632.9,-63950.8
2006-03-01T11:02:05.100Z,0.1,11.524,40.377,-18.429,45.856,15719.6,-28632.9,-63950.6
2006-03-01T11:02:05.300Z,0.1,11.681,41.103,-18.158,46.429,15719.2,-28632.8,-63950.4
2006-03-01T11:02:05.500Z,0.1,12.015,41.166,-18.72,46.791,15718.8,-28632.8,-63950.1
2006-03-01T11:02:05.700Z,0.1,12.038,41.381,-19.54,47.319,15718.3,-28632.7,-63949.9
2006-03-01T11:02:05.900Z,0.1,12.161,41.509,-20.146,47.715,15717.9,-28632.7,-63949.7
2006-03-01T11:02:06.100Z,0.1,12.289,42.087,-20.378,48.349,15717.5,-28632.7,-63949.5
2006-03-01T11:02:06.300Z,0.1,12.319,43.051,-20.344,49.184,15717.1,-28632.6,-63949.2
2006-03-01T11:02:06.500Z,0.1,12.267,44.224,-20.008,50.066,15716.6,-28632.6,-63949
2006-03-01T11:02:06.700Z,0.1,12.004,44.664,-19.39,50.149,15716.2,-28632.5,-63948.8
2006-03-01T11:02:06.900Z,0.1,12.093,44.92,-18.701,50.138,15715.8,-28632.5,-63948.6
2006-03-01T11:02:07.100Z,0.1,12.109,45.129,-18.725,50.338,15715.4,-28632.5,-63948.4
2006-03-01T11:02:07.300Z,0.1,12.204,45.016,-18.287,50.098,15714.9,-28632.4,-63948.1
2006-03-01T11:02:07.500Z,0.1,12.102,45.886,-17.549,50.596,15714.5,-28632.4,-63947.9
2006-03-01T11:02:07.700Z,0.1,11.734,46.605,-17.289,51.074,15714.1,-28632.3,-63947.7
2006-03-01T11:02:07.900Z,0.1,11.763,47.382,-17.126,51.737,15713.7,-28632.3,-63947.5
2006-03-01T11:02:08.100Z,0.1,12.8,47.993,-16.579,52.364,15713.2,-28632.3,-63947.2
2006-03-01T11:02:08.300Z,0.1,12.515,48.162,-16.324,52.37,15712.8,-28632.2,-63947
2006-03-01T11:02:08.500Z,0.1,12.478,48.088,-16.019,52.2,15712.4,-28632.2,-63946.8
2006-03-01T11:02:08.700Z,0.1,12.702,48.204,-15.889,52.321,15711.9,-28632.1,-63946.6
2006-03-01T11:02:08.900Z,0.1,13.001,48.287,-15.42,52.33,15711.5,-28632.1,-63946.4
2006-03-01T11:02:09.100Z,0.1,13.345,48.159,-15.327,52.271,15711.1,-28632.1,-63946.1
2006-03-01T11:02:09.300Z,0.1,13.242,47.737,-15.092,51.787,15710.7,-28632,-63945.9
2006-03-01T11:02:09.500Z,0.1,13.788,47.246,-14.216,51.228,15710.2,-28632,-63945.7
2006-03-01T11:02:09.700Z,0.1,15.24,46.731,-13.2,50.895,15709.8,-28631.9,-63945.5
2006-03-01T11:02:09.900Z,0.1,15.299,46.051,-12.85,50.198,15709.4,-28631.9,-63945.2
2006-03-01T11:02:10.100Z,0.1,17.231,46.141,-11.493,50.577,15709,-28631.8,-63945
2006-03-01T11:02:10.300Z,0.1,17.958,46.333,-11.038,50.902,15708.5,-28631.8,-63944.8
2006-03-01T11:02:10.500Z,0.1,18.231,46.464,-10.037,50.912,15708.1,-28631.8,-63944.6
2006-03-01T11:02:10.700Z,0.1,18.56,46.854,-9.548,51.292,15707.7,-28631.7,-63944.3
2006-03-01T11:02:10.900Z,0.1,18.352,46.445,-9.089,50.76,15707.3,-28631.7,-63944.1
2006-03-01T11:02:11.100Z,0.1,18.605,46.384,-9.377,50.848,15706.8,-28631.6,-63943.9
2006-03-01T11:02:11.300Z,0.1,18.648,46.259,-9.602,50.792,15706.4,-28631.6,-63943.7
2006-03-01T11:02:11.500Z,0.1,18.565,45.649,-10.409,50.367,15706,-28631.6,-63943.5
2006-03-01T11:02:11.700Z,0.1,17.872,45.898,-10.766,50.417,15705.6,-28631.5,-63943.2
2006-03-01T11:02:11.900Z,0.1,16.857,45.548,-10.458,49.681,15705.1,-28631.5,-63943
2006-03-01T11:02:12.100Z,0.1,16.366,45.311,-10.077,49.219,15704.7,-28631.4,-63942.8
2006-03-01T11:02:12.300Z,0.1,15.986,44.627,-9.324,48.312,15704.3,-28631.4,-63942.6
2006-03-01T11:02:12.500Z,0.1,15.487,44.223,-9.204,47.752,15703.8,-28631.4,-63942.3
2006-03-01T11:02:12.700Z,0.1,16.697,44.129,-8.977,48.028,15703.4,-28631.3,-63942.1
2006-03-01T11:02:12.900Z,0.1,15.078,44.966,-9.35,48.34,15703,-28631.3,-63941.9
2006-03-01T11:02:13.100Z,0.1,14.44,44.626,-9.67,47.891,15702.6,-28631.2,-63941.7
2006-03-01T11:02:13.300Z,0.1,14.147,44.153,-9.83,47.395,15702.1,-28631.2,-63941.5
2006-03-01T11:02:13.500Z,0.1,13.265,43.65,-9.691,46.639,15701.7,-28631.2,-63941.2
2006-03-01T11:02:13.700Z,0.1,12.659,42.502,-9.259,45.304,15701.3,-28631.1,-63941
2006-03-01T11:02:13.900Z,0.1,12.481,40.923,-8.598,43.639,15700.9,-28631.1,-63940.8
2006-03-01T11:02:14.100Z,0.1,12.43,41.002,-8.388,43.658,15700.4,-28631,-63940.6
2006-03-01T11:02:14.300Z,0.1,11.455,42.137,-7.64,44.33,15700,-28631,-63940.3
2006-03-01T11:02:14.500Z,0.1,10.991,41.408,-7.412,43.479,15699.6,-28630.9,-63940.1
2006-03-01T11:02:14.700Z,0.1,10.931,40.879,-8.128,43.088,15699.2,-28630.9,-63939.9
2006-03-01T11:02:14.900Z,0.1,10.162,40.209,-7.934,42.225,15698.7,-28630.9,-63939.7
2006-03-01T11:02:15.100Z,0.1,10.6,39.509,-7.488,41.586,15698.3,-28630.8,-63939.4
2006-03-01T11:02:15.300Z,0.1,10.876,40.092,-8.078,42.319,15697.9,-28630.8,-63939.2
2006-03-01T11:02:15.500Z,0.1,10.672,40.601,-8.601,42.852,15697.4,-28630.7,-63939
2006-03-01T11:02:15.700Z,0.1,11.266,41.568,-8.728,43.943,15697,-28630.7,-63938.8
2006-03-01T11:02:15.900Z,0.1,11.714,42.942,-9.826,45.583,15696.6,-28630.7,-63938.6
2006-03-01T11:02:16.100Z,0.1,12.049,43.691,-10.479,46.517,15696.2,-28630.6,-63938.3
2006-03-01T11:02:16.300Z,0.1,12.713,45.196,-10.862,48.191,15695.7,-28630.6,-63938.1
2006-03-01T11:02:16.500Z,0.1,13.034,46.734,-11.93,49.963,15695.3,-28630.5,-63937.9
2006-03-01T11:02:16.700Z,0.1,13.441,48.004,-12.302,51.345,15694.9,-28630.5,-63937.7
2006-03-01T11:02:16.900Z,0.1,13.822,49.256,-12.348,52.628,15694.5,-28630.5,-63937.4
2006-03-01T11:02:17.100Z,0.1,13.779,50.296,-13.006,53.747,15694,-28630.4,-63937.2
2006-03-01T11:02:17.300Z,0.1,14.07,50.784,-13.711,54.452,15693.6,-28630.4,-63937
2006-03-01T11:02:17.500Z,0.1,13.691,51.325,-14.237,54.994,15693.2,-28630.3,-63936.8
2006-03-01T11:02:17.700Z,0.1,13.962,51.678,-14.282,55.403,15692.7,-28630.3,-63936.6
2006-03-01T11:02:17.900Z,0.1,13.728,51.78,-14.752,55.563,15692.3,-28630.3,-63936.3
2006-03-01T11:02:18.100Z,0.1,13.971,50.999,-14.12,54.73,15691.9,-28630.2,-63936.1
2006-03-01T11:02:18.300Z,0.1,12.772,50.941,-14.478,54.476,15691.5,-28630.2,-63935.9
2006-03-01T11:02:18.500Z,0.1,14.428,51,-14.021,54.825,15691,-28630.1,-63935.7
2006-03-01T11:02:18.700Z,0.1,14.359,50.912,-14.385,54.819,15690.6,-28630.1,-63935.4
2006-03-01T11:02:18.900Z,0.1,14.964,50.522,-13.746,54.455,15690.2,-28630.1,-63935.2
2006-03-01T11:02:19.100Z,0.1,16.026,50.611,-14.428,55.013,15689.8,-28630,-63935
2006-03-01T11:02:19.300Z,0.1,16.794,50.907,-13.842,55.364,15689.3,-28630,-63934.8
2006-03-01T11:02:19.500Z,0.1,16.933,50.583,-13.95,55.136,15688.9,-28629.9,-63934.6
2006-03-01T11:02:19.700Z,0.1,17.349,50.28,-14.388,55.101,15688.5,-28629.9,-63934.3
2006-03-01T11:02:19.900Z,0.1,17.115,50.303,-14.51,55.081,15688.1,-28629.8,-63934.1
2006-03-01T11:02:20.100Z,0.1,16.772,50.105,-14.667,54.835,15687.6,-28629.8,-63933.9
2006-03-01T11:02:20.300Z,0.1,16.743,50.648,-14.239,55.211,15687.2,-28629.8,-63933.7
2006-03-01T11:02:20.500Z,0.1,18.246,50.504,-14.007,55.496,15686.8,-28629.7,-63933.4
2006-03-01T11:02:20.700Z,0.1,18.809,50.596,-13.876,55.734,15686.4,-28629.7,-63933.2
2006-03-01T11:02:20.900Z,0.1,19.272,50.092,-13.64,55.378,15685.9,-28629.6,-63933
2006-03-01T11:02:21.100Z,0.1,18.522,49.831,-14.028,54.982,15685.5,-28629.6,-63932.8
2006-03-01T11:02:21.300Z,0.1,17.231,49.277,-14.722,54.239,15685.1,-28629.6,-63932.5
2006-03-01T11:02:21.500Z,0.1,16.315,49.781,-15.178,54.541,15684.6,-28629.5,-63932.3
2006-03-01T11:02:21.700Z,0.1,15.934,49.82,-16.042,54.711,15684.2,-28629.5,-63932.1
2006-03-01T11:02:21.900Z,0.1,15.885,49.525,-16.737,54.636,15683.8,-28629.4,-63931.9
2006-03-01T11:02:22.100Z,0.1,15.771,49.375,-16.932,54.527,15683.4,-28629.4,-63931.7
2006-03-01T11:02:22.300Z,0.1,15.33,49.557,-17.044,54.602,15682.9,-28629.3,-63931.4
2006-03-01T11:02:22.500Z,0.1,15.785,49.29,-16.92,54.451,15682.5,-28629.3,-63931.2
2006-03-01T11:02:22.700Z,0.1,15.699,49.182,-16.956,54.339,15682.1,-28629.3,-63931
2006-03-01T11:02:22.900Z,0.1,14.969,49.536,-16.184,54.219,15681.7,-28629.2,-63930.8
2006-03-01T11:02:23.100Z,0.1,14.241,49.927,-15.518,54.188,15681.2,-28629.2,-63930.5
2006-03-01T11:02:23.300Z,0.1,14.896,49.402,-15.789,53.961,15680.8,-28629.1,-63930.3
2006-03-01T11:02:23.500Z,0.1,15.725,49.197,-15.565,53.944,15680.4,-28629.1,-63930.1
2006-03-01T11:02:23.700Z,0.1,16.143,49.218,-15.708,54.128,15680,-28629.1,-63929.9
2006-03-01T11:02:23.900Z,0.1,16.427,48.845,-16.384,54.075,15679.5,-28629,-63929.7
2006-03-01T11:02:24.100Z,0.1,15.913,48.459,-17.16,53.814,15679.1,-28629,-63929.4
2006-03-01T11:02:24.300Z,0.1,16.178,48.516,-17.277,53.982,15678.7,-28628.9,-63929.2
2006-03-01T11:02:24.500Z,0.1,16.447,48.948,-17.498,54.521,15678.2,-28628.9,-63929
2006-03-01T11:02:24.700Z,0.1,16.073,48.82,-17.548,54.311,15677.8,-28628.9,-63928.8
2006-03-01T11:02:24.900Z,0.1,15.449,49.059,-17.487,54.325,15677.4,-28628.8,-63928.5
2006-03-01T11:02:25.100Z,0.1,14.138,49.204,-17.58,54.129,15677,-28628.8,-63928.3
2006-03-01T11:02:25.300Z,0.1,14.185,49.322,-17.843,54.335,15676.5,-28628.7,-63928.1
2006-03-01T11:02:25.500Z,0.1,14.05,49.426,-18.028,54.455,15676.1,-28628.7,-63927.9
2006-03-01T11:02:25.700Z,0.1,14.616,49.277,-18.426,54.602,15675.7,-28628.7,-63927.6
2006-03-01T11:02:25.900Z,0.1,14.409,49.552,-17.896,54.62,15675.3,-28628.6,-63927.4
2006-03-01T11:02:26.100Z,0.1,14.2,49.624,-18.785,54.928,15674.8,-28628.6,-63927.2
2006-03-01T11:02:26.300Z,0.1,14.309,49.461,-18.917,54.854,15674.4,-28628.5,-63927
2006-03-01T11:02:26.500Z,0.1,14.336,49.709,-19.114,55.153,15674,-28628.5,-63926.8
2006-03-01T11:02:26.700Z,0.1,14.283,49.635,-18.728,54.94,15673.6,-28628.4,-63926.5
2006-03-01T11:02:26.900Z,0.1,14.646,49.233,-18.914,54.737,15673.1,-28628.4,-63926.3
2006-03-01T11:02:27.100Z,0.1,14.21,48.931,-20.628,54.97,15672.7,-28628.4,-63926.1
2006-03-01T11:02:27.300Z,0.1,13.701,48.388,-21.61,54.736,15672.3,-28628.3,-63925.9
2006-03-01T11:02:27.500Z,0.1,12.536,48.577,-21.056,54.408,15671.8,-28628.3,-63925.6
2006-03-01T11:02:27.700Z,0.1,12.602,48.54,-21.503,54.564,15671.4,-28628.2,-63925.4
2006-03-01T11:02:27.900Z,0.1,12.658,49.427,-21.598,55.405,15671,-28628.2,-63925.2
2006-03-01T11:02:28.100Z,0.1,12.319,49.863,-22.354,56.016,15670.6,-28628.2,-63925
2006-03-01T11:02:28.300Z,0.1,12.656,49.997,-22.802,56.39,15670.1,-28628.1,-63924.8
2006-03-01T11:02:28.500Z,0.1,12.963,49.078,-23.063,55.755,15669.7,-28628.1,-63924.5
2006-03-01T11:02:28.700Z,0.1,13.36,47.903,-22.737,54.683,15669.3,-28628,-63924.3
2006-03-01T11:02:28.900Z,0.1,13.577,47.455,-21.668,53.906,15668.9,-28628,-63924.1
2006-03-01T11:02:29.100Z,0.1,13.206,46.861,-21.27,53.13,15668.4,-28628,-63923.9
2006-03-01T11:02:29.300Z,0.1,13.196,46.974,-20.638,52.977,15668,-28627.9,-63923.6
2006-03-01T11:02:29.500Z,0.1,12.622,47.75,-18.461,52.727,15667.6,-28627.9,-63923.4
2006-03-01T11:02:29.700Z,0.1,11.983,47.949,-18.175,52.659,15667.2,-28627.8,-63923.2
2006-03-01T11:02:29.900Z,0.1,11.64,48.118,-17.503,52.509,15666.7,-28627.8,-63923
2006-03-01T11:02:30.100Z,0.1,11.069,48.23,-16.447,52.146,15666.3,-28627.8,-63922.7
2006-03-01T11:02:30.300Z,0.1,11.049,47.807,-15.419,51.432,15665.9,-28627.7,-63922.5
2006-03-01T11:02:30.500Z,0.1,10.627,47.265,-16.153,51.067,15665.5,-28627.7,-63922.3
2006-03-01T11:02:30.700Z,0.1,9.921,47.473,-16.354,51.182,15665,-28627.6,-63922.1
2006-03-01T11:02:30.900Z,0.1,9.605,47.875,-16.256,51.464,15664.6,-28627.6,-63921.9
2006-03-01T11:02:31.100Z,0.1,9.592,48.149,-16.339,51.743,15664.2,-28627.5,-63921.6
2006-03-01T11:02:31.300Z,0.1,9.547,48.547,-17.427,52.457,15663.7,-28627.5,-63921.4
2006-03-01T11:02:31.500Z,0.1,9.011,48.791,-16.709,52.354,15663.3,-28627.5,-63921.2
2006-03-01T11:02:31.700Z,0.1,9.181,49.267,-16.222,52.675,15662.9,-28627.4,-63921
2006-03-01T11:02:31.900Z,0.1,9.544,49.401,-16.2,52.858,15662.5,-28627.4,-63920.7
2006-03-01T11:02:32.100Z,0.1,9.368,49.664,-16.128,53.051,15662,-28627.3,-63920.5
2006-03-01T11:02:32.300Z,0.1,9.737,49.823,-16.396,53.347,15661.6,-28627.3,-63920.3
2006-03-01T11:02:32.500Z,0.1,9.749,49.954,-17.35,53.772,15661.2,-28627.3,-63920.1
2006-03-01T11:02:32.700Z,0.1,9.774,49.886,-17.407,53.732,15660.8,-28627.2,-63919.8
2006-03-01T11:02:32.900Z,0.1,9.362,50.12,-17.801,54.005,15660.3,-28627.2,-63919.6
2006-03-01T11:02:33.100Z,0.1,9.58,50.954,-17.836,54.829,15659.9,-28627.1,-63919.4
2006-03-01T11:02:33.300Z,0.1,9.714,51.583,-17.239,55.248,15659.5,-28627.1,-63919.2
2006-03-01T11:02:33.500Z,0.1,10.444,51.461,-17.363,55.306,15659,-28627.1,-63919
2006-03-01T11:02:33.700Z,0.1,10.321,51.739,-17.681,55.642,15658.6,-28627,-63918.7
2006-03-01T11:02:33.900Z,0.1,10.465,52.049,-18.032,56.069,15658.2,-28627,-63918.5
2006-03-01T11:02:34.100Z,0.1,10.225,52.484,-18.317,56.521,15657.8,-28626.9,-63918.3
2006-03-01T11:02:34.300Z,0.1,10.332,51.687,-19.265,56.12,15657.3,-28626.9,-63918.1
2006-03-01T11:02:34.500Z,0.1,9.837,51.971,-19.178,56.263,15656.9,-28626.8,-63917.8
2006-03-01T11:02:34.700Z,0.1,9.478,51.893,-19.556,56.26,15656.5,-28626.8,-63917.6
2006-03-01T11:02:34.900Z,0.1,9.568,52.023,-18.745,56.119,15656.1,-28626.8,-63917.4
2006-03-01T11:02:35.100Z,0.1,9.754,51.858,-16.844,55.39,15655.6,-28626.7,-63917.2
2006-03-01T11:02:35.300Z,0.1,10.057,51.367,-15.594,54.616,15655.2,-28626.7,-63916.9
2006-03-01T11:02:35.500Z,0.1,10.205,50.4,-16.04,53.866,15654.8,-28626.6,-63916.7
2006-03-01T11:02:35.700Z,0.1,10.227,49.693,-15.542,53.062,15654.4,-28626.6,-63916.5
2006-03-01T11:02:35.900Z,0.1,10.004,49.253,-15.693,52.652,15653.9,-28626.6,-63916.3
2006-03-01T11:02:36.100Z,0.1,10.517,49.241,-16.237,52.905,15653.5,-28626.5,-63916.1
2006-03-01T11:02:36.300Z,0.1,10.784,49.089,-15.854,52.701,15653.1,-28626.5,-63915.8
2006-03-01T11:02:36.500Z,0.1,10.938,48.961,-15.266,52.439,15652.7,-28626.4,-63915.6
2006-03-01T11:02:36.700Z,0.1,10.538,48.57,-14.966,51.904,15652.2,-28626.4,-63915.4
2006-03-01T11:02:36.900Z,0.1,11.022,47.859,-15.392,51.467,15651.8,-28626.4,-63915.2
2006-03-01T11:02:37.100Z,0.1,11.007,47.608,-14.952,51.1,15651.4,-28626.3,-63914.9
2006-03-01T11:02:37.300Z,0.1,10.811,47.423,-14.729,50.821,15650.9,-28626.3,-63914.7
2006-03-01T11:02:37.500Z,0.1,10.42,47.232,-14.552,50.51,15650.5,-28626.2,-63914.5
2006-03-01T11:02:37.700Z,0.1,9.449,47.099,-13.993,50.034,15650.1,-28626.2,-63914.3
2006-03-01T11:02:37.900Z,0.1,10.025,46.601,-13.691,49.594,15649.7,-28626.2,-63914.1
2006-03-01T11:02:38.100Z,0.1,10.003,46.166,-13.819,49.218,15649.2,-28626.1,-63913.8
2006-03-01T11:02:38.300Z,0.1,10.18,45.538,-14.076,48.739,15648.8,-28626.1,-63913.6
2006-03-01T11:02:38.500Z,0.1,9.934,45.099,-14.307,48.345,15648.4,-28626,-63913.4
2006-03-01T11:02:38.700Z,0.1,9.698,44.776,-14.651,48.1,15648,-28626,-63913.2
2006-03-01T11:02:38.900Z,0.1,9.851,44.825,-15.294,48.376,15647.5,-28625.9,-63912.9
2006-03-01T11:02:39.100Z,0.1,10.004,44.846,-14.945,48.318,15647.1,-28625.9,-63912.7
2006-03-01T11:02:39.300Z,0.1,10.073,44.51,-14.752,47.961,15646.7,-28625.9,-63912.5
2006-03-01T11:02:39.500Z,0.1,9.803,43.914,-14.115,47.157,15646.2,-28625.8,-63912.3
2006-03-01T11:02:39.700Z,0.1,9.989,43.353,-13.761,46.568,15645.8,-28625.8,-63912
2006-03-01T11:02:39.900Z,0.1,9.757,43.03,-13.861,46.248,15645.4,-28625.7,-63911.8
2006-03-01T11:02:40.100Z,0.1,9.124,42.881,-13.989,46.019,15645,-28625.7,-63911.6
2006-03-01T11:02:40.300Z,0.1,8.644,43.413,-14.452,46.564,15644.5,-28625.7,-63911.4
2006-03-01T11:02:40.500Z,0.1,9.116,43.119,-15.121,46.594,15644.1,-28625.6,-63911.2
2006-03-01T11:02:40.700Z,0.1,8.635,44.948,-14.052,47.879,15643.7,-28625.6,-63910.9
2006-03-01T11:02:40.900Z,0.1,9.252,45.709,-13.985,48.688,15643.3,-28625.5,-63910.7
2006-03-01T11:02:41.100Z,0.1,9.55,45.295,-13.171,48.128,15642.8,-28625.5,-63910.5
2006-03-01T11:02:41.300Z,0.1,10.013,44.879,-12.727,47.711,15642.4,-28625.5,-63910.3
2006-03-01T11:02:41.500Z,0.1,9.953,44.597,-13.253,47.577,15642,-28625.4,-63910
2006-03-01T11:02:41.700Z,0.1,9.73,45.047,-13.173,47.932,15641.6,-28625.4,-63909.8
2006-03-01T11:02:41.900Z,0.1,9.387,44.709,-13.256,47.569,15641.1,-28625.3,-63909.6
2006-03-01T11:02:42.100Z,0.1,8.343,44.48,-12.822,47.037,15640.7,-28625.3,-63909.4
2006-03-01T11:02:42.300Z,0.1,8.072,44.89,-12.961,47.415,15640.3,-28625.2,-63909.1
2006-03-01T11:02:42.500Z,0.1,8.419,45.479,-13.586,48.206,15639.8,-28625.2,-63908.9
2006-03-01T11:02:42.700Z,0.1,8.758,45.393,-14.013,48.307,15639.4,-28625.2,-63908.7
2006-03-01T11:02:42.900Z,0.1,8.698,45.212,-13.826,48.072,15639,-28625.1,-63908.5
2006-03-01T11:02:43.100Z,0.1,8.746,46.272,-13.637,49.026,15638.6,-28625.1,-63908.3
2006-03-01T11:02:43.300Z,0.1,9.09,46.953,-14.012,49.835,15638.1,-28625,-63908
2006-03-01T11:02:43.500Z,0.1,9.275,47.507,-13.67,50.298,15637.7,-28625,-63907.8
2006-03-01T11:02:43.700Z,0.1,8.794,47.664,-14.096,50.477,15637.3,-28625,-63907.6
2006-03-01T11:02:43.900Z,0.1,8.318,47.49,-15.039,50.504,15636.9,-28624.9,-63907.4
2006-03-01T11:02:44.100Z,0.1,8.089,47.78,-15.456,50.865,15636.4,-28624.9,-63907.1
2006-03-01T11:02:44.300Z,0.1,8.107,47.79,-15.739,50.964,15636,-28624.8,-63906.9
2006-03-01T11:02:44.500Z,0.1,7.898,47.797,-14.564,50.587,15635.6,-28624.8,-63906.7
2006-03-01T11:02:44.700Z,0.1,8.109,47.582,-14.135,50.295,15635.2,-28624.8,-63906.5
2006-03-01T11:02:44.900Z,0.1,8.585,46.97,-14.079,49.781,15634.7,-28624.7,-63906.2
2006-03-01T11:02:45.100Z,0.1,7.775,47.488,-14.223,50.179,15634.3,-28624.7,-63906
2006-03-01T11:02:45.300Z,0.1,8.688,46.937,-14.251,49.816,15633.9,-28624.6,-63905.8
2006-03-01T11:02:45.500Z,0.1,8.628,47.128,-13.994,49.913,15633.5,-28624.6,-63905.6
2006-03-01T11:02:45.700Z,0.1,8.479,46.84,-13.715,49.538,15633,-28624.5,-63905.4
2006-03-01T11:02:45.900Z,0.1,8.254,46.956,-13.428,49.53,15632.6,-28624.5,-63905.1
2006-03-01T11:02:46.100Z,0.1,7.619,47.123,-13.504,49.608,15632.2,-28624.5,-63904.9
2006-03-01T11:02:46.300Z,0.1,6.963,47.192,-13.577,49.598,15631.7,-28624.4,-63904.7
2006-03-01T11:02:46.500Z,0.1,6.769,47.187,-13.839,49.638,15631.3,-28624.4,-63904.5
2006-03-01T11:02:46.700Z,0.1,7.598,48.244,-14.163,50.85,15630.9,-28624.3,-63904.2
2006-03-01T11:02:46.900Z,0.1,7.744,49.586,-15.305,52.469,15630.5,-28624.3,-63904
2006-03-01T11:02:47.100Z,0.1,8.04,50.191,-15.617,53.176,15630,-28624.3,-63903.8
2006-03-01T11:02:47.300Z,0.1,8.12,50.635,-15.491,53.571,15629.6,-28624.2,-63903.6
2006-03-01T11:02:47.500Z,0.1,8.206,51.609,-15.781,54.588,15629.2,-28624.2,-63903.3
2006-03-01T11:02:47.700Z,0.1,8.829,50.816,-16.784,54.239,15628.8,-28624.1,-63903.1
2006-03-01T11:02:47.900Z,0.1,7.509,51.243,-14.925,53.898,15628.3,-28624.1,-63902.9
2006-03-01T11:02:48.100Z,0.1,8.039,51.564,-15.017,54.304,15627.9,-28624.1,-63902.7
2006-03-01T11:02:48.300Z,0.1,7.671,51.143,-14.211,53.632,15627.5,-28624,-63902.5
