Time,Half Interval,Bx,By,Bz,Bt,x,y,z
2006-03-01T11:00:00.100Z,0.1,12.971,41.612,-4.45,43.814,15986.1,-28658.2,-64089.1
2006-03-01T11:00:00.300Z,0.1,13.442,41.241,-4.348,43.593,15985.7,-28658.1,-64088.9
2006-03-01T11:00:00.500Z,0.1,13.435,40.716,-4.676,43.13,15985.2,-28658.1,-64088.7
2006-03-01T11:00:00.700Z,0.1,13.822,39.811,-4.283,42.36,15984.8,-28658.1,-64088.4
2006-03-01T11:00:00.900Z,0.1,14.505,39.183,-4.242,41.996,15984.4,-28658,-64088.2
2006-03-01T11:00:01.100Z,0.1,15.678,39.225,-4.69,42.502,15984,-28658,-64088
2006-03-01T11:00:01.300Z,0.1,16.216,38.039,-4.828,41.632,15983.5,-28657.9,-64087.8
2006-03-01T11:00:01.500Z,0.1,15.741,37.002,-4.47,40.459,15983.1,-28657.9,-64087.6
2006-03-01T11:00:01.700Z,0.1,14.661,36.353,-3.988,39.401,15982.7,-28657.9,-64087.3
2006-03-01T11:00:01.900Z,0.1,13.819,36.335,-3.761,39.055,15982.3,-28657.8,-64087.1
2006-03-01T11:00:02.100Z,0.1,13.396,36.384,-3.997,38.977,15981.8,-28657.8,-64086.9
2006-03-01T11:00:02.300Z,0.1,13.873,35.728,-3.914,38.526,15981.4,-28657.7,-64086.7
2006-03-01T11:00:02.500Z,0.1,13.648,34.217,-3.718,37.025,15981,-28657.7,-64086.4
2006-03-01T11:00:02.700Z,0.1,13.274,32.027,-3.473,34.842,15980.5,-28657.7,-64086.2
2006-03-01T11:00:02.900Z,0.1,13.003,31.921,-3.309,34.627,15980.1,-28657.6,-64086
2006-03-01T11:00:03.100Z,0.1,12.138,31.871,-3.086,34.243,15979.7,-28657.6,-64085.8
2006-03-01T11:00:03.300Z,0.1,11.917,30.247,-3.053,32.653,15979.3,-28657.5,-64085.6
2006-03-01T11:00:03.500Z,0.1,11.861,29.158,-2.134,31.55,15978.8,-28657.5,-64085.3
2006-03-01T11:00:03.700Z,0.1,11.128,28.95,-1.602,31.056,15978.4,-28657.5,-64085.1
2006-03-01T11:00:03.900Z,0.1,10.474,29.334,-1.147,31.169,15978,-28657.4,-64084.9
2006-03-01T11:00:04.100Z,0.1,10.057,29.301,-0.8,30.989,15977.6,-28657.4,-64084.7
2006-03-01T11:00:04.300Z,0.1,10.512,29.091,-0.846,30.944,15977.1,-28657.3,-64084.5
2006-03-01T11:00:04.500Z,0.1,10.221,28.362,-0.578,30.153,15976.7,-28657.3,-64084.2
2006-03-01T11:00:04.700Z,0.1,10.089,27.935,-0.271,29.702,15976.3,-28657.3,-64084
2006-03-01T11:00:04.900Z,0.1,9.614,27.651,-0.491,29.279,15975.9,-28657.2,-64083.8
2006-03-01T11:00:05.100Z,0.1,9.221,27.023,-1.326,28.584,15975.4,-28657.2,-64083.6
2006-03-01T11:00:05.300Z,0.1,9.57,27.647,-1.166,29.279,15975,-28657.1,-64083.4
2006-03-01T11:00:05.500Z,0.1,10.081,28.18,-1.075,29.948,15974.6,-28657.1,-64083.1
2006-03-01T11:00:05.700Z,0.1,9.654,27.45,-1.304,29.127,15974.2,-28657,-64082.9
2006-03-01T11:00:05.900Z,0.1,8.836,26.681,-0.526,28.111,15973.7,-28657,-64082.7
2006-03-01T11:00:06.100Z,0.1,9.104,27.189,-0.637,28.68,15973.3,-28657,-64082.5
2006-03-01T11:00:06.300Z,0.1,9.135,27.208,-0.611,28.707,15972.9,-28656.9,-64082.3
2006-03-01T11:00:06.500Z,0.1,9.159,26.824,-1.03,28.363,15972.4,-28656.9,-64082
2006-03-01T11:00:06.700Z,0.1,8.276,26.264,-0.53,27.542,15972,-28656.8,-64081.8
2006-03-01T11:00:06.900Z,0.1,8.965,26.224,-0.896,27.729,15971.6,-28656.8,-64081.6
2006-03-01T11:00:07.100Z,0.1,9.792,26.182,-1.983,28.023,15971.2,-28656.8,-64081.4
2006-03-01T11:00:07.300Z,0.1,8.082,25.287,-0.541,26.553,15970.7,-28656.7,-64081.1
2006-03-01T11:00:07.500Z,0.1,7.435,23.644,0.378,24.789,15970.3,-28656.7,-64080.9
2006-03-01T11:00:07.700Z,0.1,7.288,23.742,0.28,24.837,15969.9,-28656.6,-64080.7
2006-03-01T11:00:07.900Z,0.1,7.306,22.813,-0.311,23.957,15969.5,-28656.6,-64080.5
2006-03-01T11:00:08.100Z,0.1,7.316,22.18,-0.523,23.362,15969,-28656.6,-64080.3
2006-03-01T11:00:08.300Z,0.1,7.227,22.177,-0.562,23.331,15968.6,-28656.5,-64080
2006-03-01T11:00:08.500Z,0.1,7.163,22.047,-0.393,23.184,15968.2,-28656.5,-64079.8
2006-03-01T11:00:08.700Z,0.1,7.335,21.933,-1.189,23.157,15967.8,-28656.4,-64079.6
2006-03-01T11:00:08.900Z,0.1,7.279,22.035,-1.726,23.27,15967.3,-28656.4,-64079.4
2006-03-01T11:00:09.100Z,0.1,6.56,22.751,-1.844,23.749,15966.9,-28656.4,-64079.2
2006-03-01T11:00:09.300Z,0.1,6.174,22.876,-2.143,23.791,15966.5,-28656.3,-64078.9
2006-03-01T11:00:09.500Z,0.1,5.849,22.844,-2.916,23.76,15966.1,-28656.3,-64078.7
2006-03-01T11:00:09.700Z,0.1,5.808,22.809,-3.458,23.79,15965.6,-28656.2,-64078.5
2006-03-01T11:00:09.900Z,0.1,5.822,22.147,-3.447,23.158,15965.2,-28656.2,-64078.3
2006-03-01T11:00:10.100Z,0.1,5.25,22.096,-3.095,22.921,15964.8,-28656.2,-64078.1
2006-03-01T11:00:10.300Z,0.1,4.598,22.38,-3.54,23.12,15964.4,-28656.1,-64077.8
2006-03-01T11:00:10.500Z,0.1,4.878,24.617,-3.828,25.386,15963.9,-28656.1,-64077.6
2006-03-01T11:00:10.700Z,0.1,5.917,26.451,-4.461,27.469,15963.5,-28656,-64077.4
2006-03-01T11:00:10.900Z,0.1,6.798,26.959,-4.47,28.16,15963.1,-28656,-64077.2
2006-03-01T11:00:11.100Z,0.1,7.326,27.024,-3.782,28.254,15962.6,-28656,-64077
2006-03-01T11:00:11.300Z,0.1,7.649,26.981,-3.172,28.223,15962.2,-28655.9,-64076.7
2006-03-01T11:00:11.500Z,0.1,7.812,27.053,-2.845,28.302,15961.8,-28655.9,-64076.5
2006-03-01T11:00:11.700Z,0.1,8.288,27.07,-2.428,28.414,15961.4,-28655.8,-64076.3
2006-03-01T11:00:11.900Z,0.1,8.801,27.185,-2.143,28.654,15960.9,-28655.8,-64076.1
2006-03-01T11:00:12.100Z,0.1,8.168,26.698,-2.246,28.01,15960.5,-28655.8,-64075.8
2006-03-01T11:00:12.300Z,0.1,8.073,26.382,-1.936,27.657,15960.1,-28655.7,-64075.6
2006-03-01T11:00:12.500Z,0.1,7.604,26.125,-2.644,27.337,15959.7,-28655.7,-64075.4
2006-03-01T11:00:12.700Z,0.1,7.269,25.248,-2.734,26.415,15959.2,-28655.6,-64075.2
2006-03-01T11:00:12.900Z,0.1,6.79,24.377,-2.997,25.482,15958.8,-28655.6,-64075
2006-03-01T11:00:13.100Z,0.1,6.078,24.124,-3.7,25.151,15958.4,-28655.6,-64074.7
2006-03-01T11:00:13.300Z,0.1,5.581,24.168,-4.014,25.127,15958,-28655.5,-64074.5
2006-03-01T11:00:13.500Z,0.1,5.637,24.651,-3.886,25.584,15957.5,-28655.5,-64074.3
2006-03-01T11:00:13.700Z,0.1,5.83,24.677,-3.605,25.611,15957.1,-28655.4,-64074.1
2006-03-01T11:00:13.900Z,0.1,5.709,24.362,-3.117,25.215,15956.7,-28655.4,-64073.9
2006-03-01T11:00:14.100Z,0.1,5.912,24.003,-2.762,24.874,15956.3,-28655.4,-64073.6
2006-03-01T11:00:14.300Z,0.1,5.857,23.838,-2.659,24.69,15955.8,-28655.3,-64073.4
2006-03-01T11:00:14.500Z,0.1,5.696,23.653,-2.71,24.48,15955.4,-28655.3,-64073.2
2006-03-01T11:00:14.700Z,0.1,5.728,23.469,-2.791,24.318,15955,-28655.2,-64073
2006-03-01T11:00:14.900Z,0.1,5.732,22.941,-2.834,23.816,15954.6,-28655.2,-64072.8
2006-03-01T11:00:15.100Z,0.1,5.986,22.354,-2.705,23.299,15954.1,-28655.2,-64072.5
2006-03-01T11:00:15.300Z,0.1,6.162,21.886,-2.546,22.879,15953.7,-28655.1,-64072.3
2006-03-01T11:00:15.500Z,0.1,6.221,21.723,-2.657,22.752,15953.3,-28655.1,-64072.1
2006-03-01T11:00:15.700Z,0.1,6.405,21.559,-2.867,22.673,15952.8,-28655,-64071.9
2006-03-01T11:00:15.900Z,0.1,7.245,21.801,-2.937,23.161,15952.4,-28655,-64071.6
2006-03-01T11:00:16.100Z,0.1,7.492,21.46,-2.548,22.872,15952,-28655,-64071.4
2006-03-01T11:00:16.300Z,0.1,7.835,21.022,-2.407,22.564,15951.6,-28654.9,-64071.2
2006-03-01T11:00:16.500Z,0.1,8.022,20.623,-2.627,22.284,15951.1,-28654.9,-64071
2006-03-01T11:00:16.700Z,0.1,8.223,20.227,-2.547,21.982,15950.7,-28654.8,-64070.8
2006-03-01T11:00:16.900Z,0.1,7.955,20.156,-2.779,21.846,15950.3,-28654.8,-64070.5
2006-03-01T11:00:17.100Z,0.1,7.648,19.231,-2.598,20.858,15949.9,-28654.8,-64070.3
2006-03-01T11:00:17.300Z,0.1,7.196,18.807,-2.311,20.269,15949.4,-28654.7,-64070.1
2006-03-01T11:00:17.500Z,0.1,6.848,18.799,-2.443,20.156,15949,-28654.7,-64069.9
2006-03-01T11:00:17.700Z,0.1,6.919,19.147,-2.43,20.504,15948.6,-28654.6,-64069.7
2006-03-01T11:00:17.900Z,0.1,7.28,19.571,-2.15,20.991,15948.2,-28654.6,-64069.4
2006-03-01T11:00:18.100Z,0.1,7.121,19.674,-1.979,21.016,15947.7,-28654.6,-64069.2
2006-03-01T11:00:18.300Z,0.1,7.501,19.947,-1.804,21.387,15947.3,-28654.5,-64069
2006-03-01T11:00:18.500Z,0.1,7.71,20.762,-1.476,22.196,15946.9,-28654.5,-64068.8
2006-03-01T11:00:18.700Z,0.1,7.687,21.384,-1.389,22.766,15946.5,-28654.4,-64068.6
2006-03-01T11:00:18.900Z,0.1,8.008,22.203,-1.151,23.63,15946,-28654.4,-64068.3
2006-03-01T11:00:19.100Z,0.1,8.38,23.112,-1.128,24.611,15945.6,-28654.4,-64068.1
2006-03-01T11:00:19.300Z,0.1,8.686,23.659,-0.667,25.212,15945.2,-28654.3,-64067.9
2006-03-01T11:00:19.500Z,0.1,9.031,24.292,-0.446,25.92,15944.8,-28654.3,-64067.7
2006-03-01T11:00:19.700Z,0.1,9.117,24.982,-1.092,26.615,15944.3,-28654.2,-64067.4
2006-03-01T11:00:19.900Z,0.1,9.593,25.278,-1.209,27.065,15943.9,-28654.2,-64067.2
2006-03-01T11:00:20.100Z,0.1,10.706,26.346,-1.031,28.457,15943.5,-28654.2,-64067
2006-03-01T11:00:20.300Z,0.1,10.894,26.263,-1.355,28.465,15943,-28654.1,-64066.8
2006-03-01T11:00:20.500Z,0.1,10.866,27.2,-1.651,29.336,15942.6,-28654.1,-64066.6
2006-03-01T11:00:20.700Z,0.1,11.144,28.084,-1.738,30.265,15942.2,-28654,-64066.3
2006-03-01T11:00:20.900Z,0.1,10.996,28.638,-2.181,30.754,15941.8,-28654,-64066.1
2006-03-01T11:00:21.100Z,0.1,9.898,28.827,-1.462,30.514,15941.3,-28654,-64065.9
2006-03-01T11:00:21.300Z,0.1,10.079,29.236,-1.547,30.964,15940.9,-28653.9,-64065.7
2006-03-01T11:00:21.500Z,0.1,10.625,28.871,-2.256,30.847,15940.5,-28653.9,-64065.5
2006-03-01T11:00:21.700Z,0.1,10.174,29.193,-2.323,31.003,15940.1,-28653.8,-64065.2
2006-03-01T11:00:21.900Z,0.1,9.939,29.493,-2.521,31.224,15939.6,-28653.8,-64065
2006-03-01T11:00:22.100Z,0.1,9.725,29.1,-3.101,30.838,15939.2,-28653.8,-64064.8
2006-03-01T11:00:22.300Z,0.1,9.523,28.866,-3.296,30.574,15938.8,-28653.7,-64064.6
2006-03-01T11:00:22.500Z,0.1,9.54,29.025,-3.342,30.735,15938.4,-28653.7,-64064.4
2006-03-01T11:00:22.700Z,0.1,9.328,29.562,-3.448,31.19,15937.9,-28653.6,-64064.1
2006-03-01T11:00:22.900Z,0.1,9.002,29.092,-4.182,30.738,15937.5,-28653.6,-64063.9
2006-03-01T11:00:23.100Z,0.1,8.48,28.54,-4.205,30.069,15937.1,-28653.6,-64063.7
2006-03-01T11:00:23.300Z,0.1,8.166,28.07,-4.436,29.568,15936.7,-28653.5,-64063.5
2006-03-01T11:00:23.500Z,0.1,8.366,27.403,-4.345,28.979,15936.2,-28653.5,-64063.2
2006-03-01T11:00:23.700Z,0.1,8.532,26.991,-3.942,28.581,15935.8,-28653.4,-64063
2006-03-01T11:00:23.900Z,0.1,8.62,26.774,-4.129,28.429,15935.4,-28653.4,-64062.8
2006-03-01T11:00:24.100Z,0.1,8.63,26.238,-4.644,28.008,15934.9,-28653.4,-64062.6
2006-03-01T11:00:24.300Z,0.1,8.181,26.473,-4.63,28.093,15934.5,-28653.3,-64062.4
2006-03-01T11:00:24.500Z,0.1,7.96,27.322,-4.227,28.77,15934.1,-28653.3,-64062.1
2006-03-01T11:00:24.700Z,0.1,8.625,28.378,-4.095,29.941,15933.7,-28653.2,-64061.9
2006-03-01T11:00:24.900Z,0.1,9.141,29.003,-4.209,30.699,15933.2,-28653.2,-64061.7
2006-03-01T11:00:25.100Z,0.1,9.127,30.371,-4.332,32.008,15932.8,-28653.2,-64061.5
2006-03-01T11:00:25.300Z,0.1,8.694,31.583,-4.675,33.089,15932.4,-28653.1,-64061.3
2006-03-01T11:00:25.500Z,0.1,7.363,32.913,-6.2,34.291,15932,-28653.1,-64061
2006-03-01T11:00:25.700Z,0.1,5.057,33.999,-7.526,35.187,15931.5,-28653,-64060.8
2006-03-01T11:00:25.900Z,0.1,4.443,35.042,-8.383,36.303,15931.1,-28653,-64060.6
2006-03-01T11:00:26.100Z,0.1,4.025,36.069,-8.642,37.308,15930.7,-28653,-64060.4
2006-03-01T11:00:26.300Z,0.1,4.381,37.368,-8.796,38.638,15930.3,-28652.9,-64060.2
2006-03-01T11:00:26.500Z,0.1,4.908,38.045,-8.704,39.335,15929.8,-28652.9,-64059.9
2006-03-01T11:00:26.700Z,0.1,5.201,39.073,-8.963,40.424,15929.4,-28652.8,-64059.7
2006-03-01T11:00:26.900Z,0.1,4.66,40.692,-9.23,41.985,15929,-28652.8,-64059.5
2006-03-01T11:00:27.100Z,0.1,3.993,42.882,-10.266,44.274,15928.5,-28652.8,-64059.3
2006-03-01T11:00:27.300Z,0.1,4.259,43.881,-10.508,45.322,15928.1,-28652.7,-64059
2006-03-01T11:00:27.500Z,0.1,4.17,44.679,-10.261,46.032,15927.7,-28652.7,-64058.8
2006-03-01T11:00:27.700Z,0.1,5.458,45.87,-9.295,47.119,15927.3,-28652.6,-64058.6
2006-03-01T11:00:27.900Z,0.1,6.635,46.982,-7.883,48.099,15926.8,-28652.6,-64058.4
2006-03-01T11:00:28.100Z,0.1,8.023,47.43,-6.902,48.597,15926.4,-28652.5,-64058.2
2006-03-01T11:00:28.300Z,0.1,9.048,47.218,-6.499,48.515,15926,-28652.5,-64057.9
2006-03-01T11:00:28.500Z,0.1,9.815,47.562,-5.799,48.909,15925.6,-28652.5,-64057.7
2006-03-01T11:00:28.700Z,0.1,10.442,48.45,-5.463,49.863,15925.1,-28652.4,-64057.5
2006-03-01T11:00:28.900Z,0.1,11.456,48.049,-4.399,49.591,15924.7,-28652.4,-64057.3
2006-03-01T11:00:29.100Z,0.1,10.645,48.418,-4.401,49.77,15924.3,-28652.3,-64057.1
2006-03-01T11:00:29.300Z,0.1,11.426,48.058,-4.268,49.582,15923.9,-28652.3,-64056.8
2006-03-01T11:00:29.500Z,0.1,12.105,47.796,-3.895,49.459,15923.4,-28652.3,-64056.6
2006-03-01T11:00:29.700Z,0.1,11.998,47.231,-3.851,48.883,15923,-28652.2,-64056.4
2006-03-01T11:00:29.900Z,0.1,11.463,46.688,-4.225,48.26,15922.6,-28652.2,-64056.2
2006-03-01T11:00:30.100Z,0.1,11.275,46.403,-3.874,47.911,15922.2,-28652.1,-64056
2006-03-01T11:00:30.300Z,0.1,11.484,46.562,-4.108,48.133,15921.7,-28652.1,-64055.7
2006-03-01T11:00:30.500Z,0.1,11.209,45.511,-3.943,47.037,15921.3,-28652.1,-64055.5
2006-03-01T11:00:30.700Z,0.1,10.852,45.144,-4.126,46.613,15920.9,-28652,-64055.3
2006-03-01T11:00:30.900Z,0.1,10.977,44.419,-4.283,45.955,15920.5,-28652,-64055.1
2006-03-01T11:00:31.100Z,0.1,10.621,43.649,-4.659,45.163,15920,-28651.9,-64054.8
2006-03-01T11:00:31.300Z,0.1,10.185,43.438,-5.497,44.953,15919.6,-28651.9,-64054.6
2006-03-01T11:00:31.500Z,0.1,10.033,43.21,-5.69,44.723,15919.2,-28651.9,-64054.4
2006-03-01T11:00:31.700Z,0.1,10.242,42.885,-5.421,44.423,15918.7,-28651.8,-64054.2
2006-03-01T11:00:31.900Z,0.1,9.78,42.881,-5.161,44.284,15918.3,-28651.8,-64054
2006-03-01T11:00:32.100Z,0.1,9.868,42.498,-5.143,43.931,15917.9,-28651.7,-64053.7
2006-03-01T11:00:32.300Z,0.1,9.719,42.379,-5.699,43.851,15917.5,-28651.7,-64053.5
2006-03-01T11:00:32.500Z,0.1,9.691,42.412,-5.956,43.91,15917,-28651.7,-64053.3
2006-03-01T11:00:32.700Z,0.1,9.785,41.995,-6.429,43.597,15916.6,-28651.6,-64053.1
2006-03-01T11:00:32.900Z,0.1,9.826,41.907,-6.519,43.534,15916.2,-28651.6,-64052.9
2006-03-01T11:00:33.100Z,0.1,9.79,41.378,-7.317,43.145,15915.8,-28651.5,-64052.6
2006-03-01T11:00:33.300Z,0.1,9.551,41.16,-7.636,42.938,15915.3,-28651.5,-64052.4
2006-03-01T11:00:33.500Z,0.1,9.453,41.396,-7.799,43.172,15914.9,-28651.5,-64052.2
2006-03-01T11:00:33.700Z,0.1,9.82,41.211,-7.983,43.111,15914.5,-28651.4,-64052
2006-03-01T11:00:33.900Z,0.1,10.581,40.498,-8.782,42.769,15914.1,-28651.4,-64051.8
2006-03-01T11:00:34.100Z,0.1,10.551,40.259,-9.521,42.694,15913.6,-28651.3,-64051.5
2006-03-01T11:00:34.300Z,0.1,9.758,40.497,-10.136,42.871,15913.2,-28651.3,-64051.3
2006-03-01T11:00:34.500Z,0.1,10.564,40.477,-9.936,42.997,15912.8,-28651.3,-64051.1
2006-03-01T11:00:34.700Z,0.1,10.932,40.014,-9.874,42.639,15912.4,-28651.2,-64050.9
2006-03-01T11:00:34.900Z,0.1,10.476,39.779,-10.227,42.387,15911.9,-28651.2,-64050.6
2006-03-01T11:00:35.100Z,0.1,10.681,38.796,-9.972,41.457,15911.5,-28651.1,-64050.4
2006-03-01T11:00:35.300Z,0.1,10.813,38.068,-9.582,40.718,15911.1,-28651.1,-64050.2
2006-03-01T11:00:35.500Z,0.1,9.865,36.748,-9.437,39.202,15910.6,-28651.1,-64050
2006-03-01T11:00:35.700Z,0.1,9.452,36.202,-9.509,38.605,15910.2,-28651,-64049.8
2006-03-01T11:00:35.900Z,0.1,9.339,36.388,-9.482,38.746,15909.8,-28651,-64049.5
2006-03-01T11:00:36.100Z,0.1,8.296,36.776,-9.473,38.872,15909.4,-28650.9,-64049.3
2006-03-01T11:00:36.300Z,0.1,8.969,36.373,-9.11,38.554,15908.9,-28650.9,-64049.1
2006-03-01T11:00:36.500Z,0.1,8.77,36.377,-9.707,38.658,15908.5,-28650.9,-64048.9
2006-03-01T11:00:36.700Z,0.1,7.94,36.117,-9.973,38.301,15908.1,-28650.8,-64048.7
2006-03-01T11:00:36.900Z,0.1,7.975,36.024,-11.496,38.646,15907.7,-28650.8,-64048.4
2006-03-01T11:00:37.100Z,0.1,7.996,35.96,-10.893,38.415,15907.2,-28650.7,-64048.2
2006-03-01T11:00:37.300Z,0.1,8.499,35.458,-10.695,37.999,15906.8,-28650.7,-64048
2006-03-01T11:00:37.500Z,0.1,8.628,35.275,-10.315,37.751,15906.4,-28650.7,-64047.8
2006-03-01T11:00:37.700Z,0.1,8.576,35.197,-9.418,37.431,15906,-28650.6,-64047.5
2006-03-01T11:00:37.900Z,0.1,8.552,34.703,-8.766,36.801,15905.5,-28650.6,-64047.3
2006-03-01T11:00:38.100Z,0.1,9.146,34.388,-8.714,36.635,15905.1,-28650.5,-64047.1
2006-03-01T11:00:38.300Z,0.1,9.132,34.148,-9.026,36.482,15904.7,-28650.5,-64046.9
2006-03-01T11:00:38.500Z,0.1,8.64,33.945,-9.578,36.313,15904.3,-28650.5,-64046.7
2006-03-01T11:00:38.700Z,0.1,8.667,33.729,-10.475,36.366,15903.8,-28650.4,-64046.4
2006-03-01T11:00:38.900Z,0.1,7.902,32.897,-10.078,35.302,15903.4,-28650.4,-64046.2
2006-03-01T11:00:39.100Z,0.1,8.269,32.825,-10.226,35.361,15903,-28650.3,-64046
2006-03-01T11:00:39.300Z,0.1,8.784,32.761,-9.526,35.23,15902.6,-28650.3,-64045.8
2006-03-01T11:00:39.500Z,0.1,9.107,30.846,-8.908,33.373,15902.1,-28650.2,-64045.6
2006-03-01T11:00:39.700Z,0.1,8.858,29.085,-8.552,31.584,15901.7,-28650.2,-64045.3
2006-03-01T11:00:39.900Z,0.1,8.042,27.129,-7.704,29.326,15901.3,-28650.2,-64045.1
2006-03-01T11:00:40.100Z,0.1,7.107,25.996,-7.26,27.911,15900.8,-28650.1,-64044.9
2006-03-01T11:00:40.300Z,0.1,6.592,24.817,-6.67,26.529,15900.4,-28650.1,-64044.7
2006-03-01T11:00:40.500Z,0.1,6.632,23.712,-5.987,25.34,15900,-28650,-64044.4
2006-03-01T11:00:40.700Z,0.1,6.814,22.994,-5.839,24.682,15899.6,-28650,-64044.2
2006-03-01T11:00:40.900Z,0.1,7.021,21.788,-5.72,23.595,15899.1,-28650,-64044
2006-03-01T11:00:41.100Z,0.1,8.121,21.465,-5.584,23.619,15898.7,-28649.9,-64043.8
2006-03-01T11:00:41.300Z,0.1,8.413,21.396,-5.062,23.541,15898.3,-28649.9,-64043.6
2006-03-01T11:00:41.500Z,0.1,7.759,21.207,-5.029,23.135,15897.9,-28649.8,-64043.3
2006-03-01T11:00:41.700Z,0.1,7.789,21.062,-5.397,23.095,15897.4,-28649.8,-64043.1
2006-03-01T11:00:41.900Z,0.1,7.339,20.421,-5.892,22.486,15897,-28649.8,-64042.9
2006-03-01T11:00:42.100Z,0.1,6.983,19.772,-5.632,21.712,15896.6,-28649.7,-64042.7
2006-03-01T11:00:42.300Z,0.1,7.592,19.201,-4.668,21.168,15896.2,-28649.7,-64042.5
2006-03-01T11:00:42.500Z,0.1,8.051,17.394,-3.841,19.548,15895.7,-28649.6,-64042.2
2006-03-01T11:00:42.700Z,0.1,8.508,15.96,-3.793,18.48,15895.3,-28649.6,-64042
2006-03-01T11:00:42.900Z,0.1,9.013,14.381,-3.747,17.381,15894.9,-28649.6,-64041.8
2006-03-01T11:00:43.100Z,0.1,8.189,13.604,-3.676,16.298,15894.5,-28649.5,-64041.6
2006-03-01T11:00:43.300Z,0.1,8.263,13.688,-3.516,16.37,15894,-28649.5,-64041.3
2006-03-01T11:00:43.500Z,0.1,8.268,13.589,-3.592,16.307,15893.6,-28649.4,-64041.1
2006-03-01T11:00:43.700Z,0.1,8.262,13.644,-3.036,16.237,15893.2,-28649.4,-64040.9
2006-03-01T11:00:43.900Z,0.1,8.294,13.19,-2.591,15.795,15892.7,-28649.4,-64040.7
2006-03-01T11:00:44.100Z,0.1,8.26,12.916,-2.249,15.496,15892.3,-28649.3,-64040.5
2006-03-01T11:00:44.300Z,0.1,8.35,12.751,-1.998,15.372,15891.9,-28649.3,-64040.2
2006-03-01T11:00:44.500Z,0.1,8.134,12.906,-1.67,15.347,15891.5,-28649.2,-64040
2006-03-01T11:00:44.700Z,0.1,7.896,12.942,-1.689,15.255,15891,-28649.2,-64039.8
2006-03-01T11:00:44.900Z,0.1,7.626,13.166,-2.069,15.355,15890.6,-28649.2,-64039.6
2006-03-01T11:00:45.100Z,0.1,7.806,13.076,-2.256,15.395,15890.2,-28649.1,-64039.4
2006-03-01T11:00:45.300Z,0.1,7.967,12.795,-2.18,15.229,15889.8,-28649.1,-64039.1
2006-03-01T11:00:45.500Z,0.1,7.872,12.828,-1.948,15.176,15889.3,-28649,-64038.9
2006-03-01T11:00:45.700Z,0.1,7.556,13.211,-1.717,15.316,15888.9,-28649,-64038.7
2006-03-01T11:00:45.900Z,0.1,7.501,13.342,-1.675,15.398,15888.5,-28649,-64038.5
2006-03-01T11:00:46.100Z,0.1,7.233,13.085,-1.782,15.057,15888.1,-28648.9,-64038.2
2006-03-01T11:00:46.300Z,0.1,7.194,13.233,-1.998,15.193,15887.6,-28648.9,-64038
2006-03-01T11:00:46.500Z,0.1,7.043,14.035,-2.379,15.882,15887.2,-28648.8,-64037.8
2006-03-01T11:00:46.700Z,0.1,6.822,14.067,-2.559,15.842,15886.8,-28648.8,-64037.6
2006-03-01T11:00:46.900Z,0.1,6.145,13.651,-2.533,15.183,15886.4,-28648.8,-64037.4
2006-03-01T11:00:47.100Z,0.1,5.406,13.524,-2.837,14.839,15885.9,-28648.7,-64037.1
2006-03-01T11:00:47.300Z,0.1,5.018,13.103,-2.89,14.325,15885.5,-28648.7,-64036.9
2006-03-01T11:00:47.500Z,0.1,4.673,13.068,-3.257,14.255,15885.1,-28648.6,-64036.7
2006-03-01T11:00:47.700Z,0.1,4.304,13.022,-3.858,14.247,15884.6,-28648.6,-64036.5
2006-03-01T11:00:47.900Z,0.1,4.354,12.885,-4.587,14.354,15884.2,-28648.6,-64036.3
2006-03-01T11:00:48.100Z,0.1,4.296,13.631,-4.917,15.114,15883.8,-28648.5,-64036
2006-03-01T11:00:48.300Z,0.1,4.878,14.275,-5.025,15.901,15883.4,-28648.5,-64035.8
2006-03-01T11:00:48.500Z,0.1,4.236,15.624,-5.567,17.118,15882.9,-28648.4,-64035.6
2006-03-01T11:00:48.700Z,0.1,4.724,18.575,-6.135,20.124,15882.5,-28648.4,-64035.4
2006-03-01T11:00:48.900Z,0.1,4.601,21.213,-6.051,22.534,15882.1,-28648.4,-64035.1
2006-03-01T11:00:49.100Z,0.1,4.448,23.4,-6.477,24.684,15881.7,-28648.3,-64034.9
2006-03-01T11:00:49.300Z,0.1,4.15,25.418,-6.838,26.647,15881.2,-28648.3,-64034.7
2006-03-01T11:00:49.500Z,0.1,4.253,27.103,-6.39,28.169,15880.8,-28648.2,-64034.5
2006-03-01T11:00:49.700Z,0.1,5.733,28.878,-6.125,30.073,15880.4,-28648.2,-64034.3
2006-03-01T11:00:49.900Z,0.1,7.11,30.714,-5.799,32.055,15880,-28648.2,-64034
2006-03-01T11:00:50.100Z,0.1,7.865,32.39,-5.641,33.805,15879.5,-28648.1,-64033.8
2006-03-01T11:00:50.300Z,0.1,8.173,33.848,-6.203,35.369,15879.1,-28648.1,-64033.6
2006-03-01T11:00:50.500Z,0.1,9.038,36.472,-7.175,38.254,15878.7,-28648,-64033.4
2006-03-01T11:00:50.700Z,0.1,10.079,39.53,-7.857,41.544,15878.3,-28648,-64033.2
2006-03-01T11:00:50.900Z,0.1,10.364,41.509,-9.03,43.726,15877.8,-28647.9,-64032.9
2006-03-01T11:00:51.100Z,0.1,11.393,42.847,-9.852,45.417,15877.4,-28647.9,-64032.7
2006-03-01T11:00:51.300Z,0.1,11.551,44.08,-10.852,46.843,15877,-28647.9,-64032.5
