2006-03-01T00:00:05.851Z, 2.064, 0, 03,   9.477947e+00, -3.449462e+02,  1.981581e+01, -3.679359e+01, -3.468373e+02,  1.971964e+01,  7.021160e+00,  2.864552e-01,  3.305801e-01,  2.643928e-01,  3.748399e-02,   8.770508e-02, -6.695819e-03, -8.644490e-04, -6.695819e-03,  1.119281e-02, -1.226801e-03, -8.644490e-04, -1.226801e-03,  1.355409e-02
2006-03-01T00:00:09.978Z, 2.064, 0, 03,   9.364439e+00, -3.556244e+02,  2.173938e+01, -4.160032e+01, -3.580339e+02,  2.169094e+01,  3.618369e+00,  1.248744e-01,  1.616797e-01,  1.064718e-01,  1.614471e-02,   2.337238e-02, -5.475399e-03,  1.363857e-05, -5.475399e-03,  1.155755e-02, -4.993946e-04,  1.363857e-05, -4.993946e-04,  1.350419e-02
2006-03-01T00:00:14.106Z, 2.064, 0, 03,   8.683389e+00, -3.603729e+02,  2.042002e+01, -4.089160e+01, -3.626561e+02,  2.035356e+01,  4.898270e+00,  7.186303e-02,  9.896917e-02,  5.830996e-02,  8.615284e-03,  -5.227947e-03, -2.880100e-03,  5.569305e-04, -2.880100e-03,  1.483076e-02, -1.283321e-03,  5.569305e-04, -1.283321e-03,  1.314813e-02
2006-03-01T00:00:18.234Z, 2.064, 0, 03,   9.023914e+00, -3.623026e+02,  2.081127e+01, -3.968943e+01, -3.644198e+02,  2.072473e+01,  6.338221e+00,  1.161767e-01,  1.559789e-01,  9.627554e-02,  1.447400e-02,   1.569877e-02, -4.594530e-03, -1.433846e-05, -4.594530e-03,  1.499218e-02, -1.103984e-03, -1.433846e-05, -1.103984e-03,  1.273106e-02
2006-03-01T00:00:22.361Z, 2.064, 0, 03,   8.910405e+00, -3.606270e+02,  2.060658e+01, -3.949272e+01, -3.627328e+02,  2.052027e+01,  6.320447e+00,  1.225754e-01,  1.811349e-01,  9.329557e-02,  1.507910e-02,   1.299505e-02, -5.806753e-03, -1.001814e-05, -5.806753e-03,  1.892255e-02, -8.601302e-04, -1.001814e-05, -8.601302e-04,  1.331970e-02
2006-03-01T00:00:26.489Z, 2.064, 0, 03,   8.796897e+00, -3.647391e+02,  1.954883e+01, -4.107219e+01, -3.670105e+02,  1.947732e+01,  5.254321e+00,  9.674917e-02,  1.138138e-01,  8.821685e-02,  1.175037e-02,  -7.418803e-03, -8.348818e-03,  1.678275e-03, -8.348818e-03,  1.164435e-02, -4.452546e-04,  1.678275e-03, -4.452546e-04,  1.294167e-02
2006-03-01T00:00:30.617Z, 2.064, 0, 03,   9.137423e+00, -3.583251e+02,  2.182138e+01, -4.194899e+01, -3.607571e+02,  2.177303e+01,  3.612186e+00,  1.163812e-01,  1.228042e-01,  1.131697e-01,  1.468187e-02,   1.226864e-02,  1.232525e-03,  9.380792e-04,  1.232525e-03,  1.810998e-02, -1.254840e-03,  9.380792e-04, -1.254840e-03,  1.366700e-02
2006-03-01T00:00:34.744Z, 2.064, 0, 03,   9.591455e+00, -3.574059e+02,  1.845797e+01, -4.339018e+01, -3.600258e+02,  1.843154e+01,  2.020274e+00,  9.623291e-02,  1.529372e-01,  6.788076e-02,  1.274333e-02,   8.977137e-03, -7.757642e-03, -5.814638e-04, -7.757642e-03,  1.499719e-02, -5.078538e-04, -5.814638e-04, -5.078538e-04,  1.425566e-02
2006-03-01T00:00:38.872Z, 2.064, 0, 03,   9.477947e+00, -3.616854e+02,  1.868102e+01, -4.258375e+01, -3.641704e+02,  1.863589e+01,  3.359882e+00,  9.624369e-02,  1.548423e-01,  6.694438e-02,  1.259393e-02,   8.015523e-03, -8.107493e-03,  1.222568e-03, -8.107493e-03,  1.503388e-02,  5.693819e-04,  1.222568e-03,  5.693819e-04,  1.473239e-02
2006-03-01T00:00:43.009Z, 2.064, 0, 03,   9.704964e+00, -3.585128e+02,  1.746926e+01, -4.741117e+01, -3.616281e+02,  1.749673e+01, -1.843651e+00,  9.988769e-02,  1.313675e-01,  8.414780e-02,  1.338384e-02,   1.098087e-02, -5.312814e-03,  2.023603e-03, -5.312814e-03,  1.429982e-02,  6.777560e-04,  2.023603e-03,  6.777560e-04,  1.487083e-02
2006-03-01T00:00:47.136Z, 2.064, 0, 03,   9.591455e+00, -3.598321e+02,  1.746123e+01, -4.535286e+01, -3.626789e+02,  1.745785e+01,  3.634988e-01,  1.214483e-01,  1.460347e-01,  1.091551e-01,  1.608240e-02,   1.320071e-02,  4.635928e-04,  2.035589e-04,  4.635928e-04,  2.090753e-02,  4.617099e-04,  2.035589e-04,  4.617099e-04,  1.413896e-02
2006-03-01T00:00:51.264Z, 2.064, 0, 03,   9.818472e+00, -3.600772e+02,  1.769368e+01, -4.750043e+01, -3.631914e+02,  1.771962e+01, -1.732936e+00,  1.560405e-01,  1.366011e-01,  1.657602e-01,  2.115223e-02,   3.012039e-02,  7.052499e-04,  1.494734e-05,  7.052499e-04,  1.707020e-02, -9.470430e-05,  1.494734e-05, -9.470430e-05,  1.626608e-02
2006-03-01T00:00:55.392Z, 2.064, 0, 03,   9.591455e+00, -3.603301e+02,  1.867080e+01, -4.731996e+01, -3.634196e+02,  1.869370e+01, -1.508560e+00,  1.168803e-01,  1.341426e-01,  1.082491e-01,  1.547749e-02,   1.452550e-02, -8.201850e-04, -4.444236e-04, -8.201850e-04,  1.768635e-02, -8.818160e-04, -4.444236e-04, -8.818160e-04,  1.422061e-02
2006-03-01T00:00:59.519Z, 2.064, 0, 03,   9.591455e+00, -3.622594e+02,  1.646152e+01, -4.928110e+01, -3.655796e+02,  1.650844e+01, -3.243044e+00,  8.975786e-02,  1.123244e-01,  7.847460e-02,  1.188589e-02,   6.721105e-03, -3.242993e-03, -1.529880e-04, -3.242993e-03,  1.363218e-02, -6.159108e-04, -1.529880e-04, -6.159108e-04,  1.530439e-02
2006-03-01T00:01:03.647Z, 2.064, 0, 03,   9.591455e+00, -3.617629e+02,  1.524802e+01, -4.993476e+01, -3.651689e+02,  1.530500e+01, -3.970690e+00,  9.588619e-02,  1.247303e-01,  8.146415e-02,  1.269742e-02,   6.195582e-03, -2.102670e-03,  3.512076e-03, -2.102670e-03,  1.678435e-02,  5.221674e-05,  3.512076e-03,  5.221674e-05,  1.511231e-02
2006-03-01T00:01:07.775Z, 2.064, 0, 03,   9.250931e+00, -3.609594e+02,  1.719692e+01, -4.702797e+01, -3.640074e+02,  1.721482e+01, -1.160605e+00,  1.055072e-01,  1.423919e-01,  8.706485e-02,  1.347542e-02,   1.140867e-02, -5.828809e-03,  3.754928e-05, -5.828809e-03,  1.431081e-02, -1.071128e-04,  3.754928e-05, -1.071128e-04,  1.470678e-02
2006-03-01T00:01:11.902Z, 2.064, 0, 03,   9.591455e+00, -3.593371e+02,  1.624380e+01, -4.862728e+01, -3.625983e+02,  1.628681e+01, -2.963855e+00,  1.162648e-01,  1.278838e-01,  1.104553e-01,  1.539599e-02,   1.798977e-02, -3.445120e-03,  1.456193e-03, -3.445120e-03,  1.359368e-02,  3.499234e-04,  1.456193e-03,  3.499234e-04,  1.460452e-02
2006-03-01T00:01:16.030Z, 2.064, 0, 03,   9.364439e+00, -3.625713e+02,  1.743247e+01, -4.913942e+01, -3.658712e+02,  1.747680e+01, -3.049840e+00,  1.006279e-01,  1.059370e-01,  9.797343e-02,  1.300993e-02,   7.250982e-03,  1.996801e-03, -6.426432e-04,  1.996801e-03,  1.693837e-02, -2.402815e-04, -6.426432e-04, -2.402815e-04,  1.484045e-02
2006-03-01T00:01:20.157Z, 2.064, 0, 03,   9.591455e+00, -3.593363e+02,  1.624577e+01, -4.731690e+01, -3.624333e+02,  1.627061e+01, -1.664016e+00,  9.211442e-02,  1.282955e-01,  7.402390e-02,  1.219795e-02,   1.708580e-03, -1.000691e-02,  1.090866e-03, -1.000691e-02,  1.090926e-02,  4.938188e-04,  1.090866e-03,  4.938188e-04,  1.522649e-02
2006-03-01T00:01:24.285Z, 2.064, 0, 03,   9.818472e+00, -3.600784e+02,  1.769080e+01, -4.942056e+01, -3.634333e+02,  1.774336e+01, -3.637651e+00,  1.112897e-01,  1.373210e-01,  9.827409e-02,  1.508599e-02,   1.419472e-02, -5.820117e-03,  1.036881e-03, -5.820117e-03,  1.437521e-02,  4.746710e-04,  1.036881e-03,  4.746710e-04,  1.668804e-02
